09h25m48s	 1.4409e-004	 1.1765e-002	 6.5073e+016	 1.6818e+016	 3.3731e+016	 5.5021e+016	 1.1587e+020	 1.5626e+019	 2.8860e+003	 7.1465e+002	-1.5416e+022	 1.7070e+023	-2.7853e-001	 2.3437e-002	-1.2219e+000	-2.8422e-002	 7.0215e-002	-1.0215e-003	 0.0000e+000
09h26m48s	 1.4473e-004	 1.1791e-002	 6.3794e+016	 1.6856e+016	 3.2127e+016	 5.5144e+016	 1.1631e+020	 1.5661e+019	 2.8818e+003	 7.1625e+002	-6.2129e+021	 1.7109e+023	-2.7894e-001	 2.3489e-002	-1.2163e+000	-2.8147e-002	 7.0134e-002	-1.0150e-003	 0.0000e+000
09h27m48s	 1.4229e-004	 1.1691e-002	 7.0243e+016	 1.6713e+016	 3.7653e+016	 5.4676e+016	 1.1680e+020	 1.5528e+019	 2.8372e+003	 7.1017e+002	-2.2597e+022	 1.6963e+023	-2.6498e-001	 2.3290e-002	-1.1756e+000	-2.7063e-002	 7.0080e-002	-1.0455e-003	 0.0000e+000
09h28m48s	 1.6396e-004	 1.2550e-002	 6.1675e+016	 1.7941e+016	 1.5244e+016	 5.8693e+016	 1.1681e+020	 1.6669e+019	 3.5388e+003	 7.6235e+002	 1.7974e+023	 1.8210e+023	-3.7790e-001	 2.5001e-002	-1.3921e+000	-3.2668e-002	 6.9911e-002	-9.2723e-004	 0.0000e+000
09h29m48s	 1.4014e-004	 1.1602e-002	 6.8224e+016	 1.6586e+016	 3.4930e+016	 5.4262e+016	 1.1711e+020	 1.5411e+019	 2.8427e+003	 7.0480e+002	-4.8266e+022	 1.6835e+023	-2.6059e-001	 2.3113e-002	-1.1697e+000	-2.7310e-002	 7.0694e-002	-1.0521e-003	 0.0000e+000
09h30m48s	 1.4566e-004	 1.1829e-002	 7.3415e+016	 1.6910e+016	 3.3985e+016	 5.5320e+016	 1.1528e+020	 1.5711e+019	 2.9442e+003	 7.1854e+002	 3.0344e+022	 1.7163e+023	-2.8946e-001	 2.3564e-002	-1.2248e+000	-2.8689e-002	 7.0062e-002	-1.0109e-003	 0.0000e+000
09h31m48s	 1.6305e-004	 1.2515e-002	 6.0462e+016	 1.7891e+016	 1.6810e+016	 5.8530e+016	 1.1677e+020	 1.6623e+019	 3.4575e+003	 7.6023e+002	 1.8259e+023	 1.8159e+023	-3.7035e-001	 2.4931e-002	-1.3744e+000	-3.2266e-002	 6.9470e-002	-9.7140e-004	 0.0000e+000
09h32m48s	 1.4129e-004	 1.1650e-002	 7.0727e+016	 1.6654e+016	 3.5592e+016	 5.4483e+016	 1.1811e+020	 1.5474e+019	 2.8496e+003	 7.0767e+002	-3.5507e+022	 1.6904e+023	-2.6189e-001	 2.3208e-002	-1.1723e+000	-2.7242e-002	 7.0468e-002	-1.0450e-003	 0.0000e+000
09h33m48s	 1.4047e-004	 1.1616e-002	 7.0838e+016	 1.6606e+016	 3.6359e+016	 5.4326e+016	 1.1683e+020	 1.5429e+019	 2.8692e+003	 7.0564e+002	-4.2362e+022	 1.6855e+023	-2.5945e-001	 2.3141e-002	-1.1696e+000	-2.7285e-002	 7.0720e-002	-1.0259e-003	 0.0000e+000
09h34m48s	 1.4720e-004	 1.1891e-002	 6.6844e+016	 1.6999e+016	 2.8958e+016	 5.5613e+016	 1.1606e+020	 1.5794e+019	 3.0075e+003	 7.2234e+002	 3.8016e+022	 1.7254e+023	-2.9109e-001	 2.3689e-002	-1.2262e+000	-2.8664e-002	 6.9528e-002	-1.0056e-003	 0.0000e+000
09h35m48s	 1.5383e-004	 1.2156e-002	 7.6288e+016	 1.7378e+016	 2.6615e+016	 5.6851e+016	 1.1556e+020	 1.6146e+019	 3.1273e+003	 7.3842e+002	 9.4307e+022	 1.7638e+023	-3.3133e-001	 2.4216e-002	-1.2929e+000	-3.0392e-002	 6.9724e-002	-9.9703e-004	 0.0000e+000
09h36m48s	 1.4558e-004	 1.1825e-002	 6.2110e+016	 1.6905e+016	 3.0259e+016	 5.5305e+016	 1.1571e+020	 1.5707e+019	 2.9226e+003	 7.1834e+002	-9.9645e+021	 1.7159e+023	-2.8489e-001	 2.3558e-002	-1.2264e+000	-2.8429e-002	 6.9818e-002	-1.0183e-003	 0.0000e+000
09h37m48s	 1.6252e-004	 1.2495e-002	 5.7596e+016	 1.7862e+016	 1.5205e+016	 5.8435e+016	 1.1741e+020	 1.6596e+019	 3.4886e+003	 7.5900e+002	 1.6216e+023	 1.8130e+023	-3.6807e-001	 2.4891e-002	-1.3730e+000	-3.2214e-002	 7.0443e-002	-9.0687e-004	 0.0000e+000
09h38m48s	 1.4386e-004	 1.1756e-002	 6.8936e+016	 1.6805e+016	 3.5759e+016	 5.4978e+016	 1.1663e+020	 1.5614e+019	 2.8473e+003	 7.1410e+002	-7.6680e+021	 1.7057e+023	-2.7230e-001	 2.3418e-002	-1.1912e+000	-2.7486e-002	 6.9833e-002	-1.0528e-003	 0.0000e+000
09h39m48s	 1.4391e-004	 1.1757e-002	 7.3192e+016	 1.6808e+016	 3.6143e+016	 5.4986e+016	 1.1695e+020	 1.5616e+019	 2.8751e+003	 7.1420e+002	 6.8121e+021	 1.7060e+023	-2.7501e-001	 2.3422e-002	-1.1907e+000	-2.7437e-002	 7.0230e-002	-1.0419e-003	 0.0000e+000
09h40m48s	 1.4600e-004	 1.1842e-002	 6.4944e+016	 1.6929e+016	 2.9395e+016	 5.5384e+016	 1.1726e+020	 1.5729e+019	 2.9359e+003	 7.1937e+002	 1.5828e+022	 1.7183e+023	-2.8420e-001	 2.3591e-002	-1.2284e+000	-2.8552e-002	 7.0032e-002	-1.0058e-003	 0.0000e+000
09h41m48s	 1.4541e-004	 1.1818e-002	 6.4884e+016	 1.6895e+016	 2.8492e+016	 5.5272e+016	 1.1567e+020	 1.5698e+019	 2.8673e+003	 7.1792e+002	-3.7133e+021	 1.7148e+023	-2.8593e-001	 2.3544e-002	-1.2413e+000	-2.8914e-002	 6.9432e-002	-1.0413e-003	 0.0000e+000
09h42m50s	 1.4483e-004	 1.1795e-002	 6.8992e+016	 1.6862e+016	 3.0711e+016	 5.5162e+016	 1.1627e+020	 1.5666e+019	 2.9463e+003	 7.1649e+002	 1.7843e+022	 1.7114e+023	-2.8266e-001	 2.3497e-002	-1.2188e+000	-2.8521e-002	 7.0145e-002	-1.0242e-003	 0.0000e+000
09h43m48s	 1.5043e-004	 1.2021e-002	 7.0470e+016	 1.7185e+016	 2.8918e+016	 5.6219e+016	 1.1460e+020	 1.5967e+019	 3.0039e+003	 7.3022e+002	 6.5420e+022	 1.7442e+023	-3.1390e-001	 2.3947e-002	-1.2571e+000	-2.9471e-002	 6.9425e-002	-1.0070e-003	 0.0000e+000
09h44m50s	 1.4051e-004	 1.1618e-002	 6.7301e+016	 1.6608e+016	 3.8067e+016	 5.4333e+016	 1.1775e+020	 1.5431e+019	 2.8549e+003	 7.0573e+002	-4.6294e+022	 1.6857e+023	-2.5756e-001	 2.3144e-002	-1.1665e+000	-2.7133e-002	 7.0739e-002	-1.0375e-003	 0.0000e+000
09h45m48s	 1.4126e-004	 1.1649e-002	 7.1411e+016	 1.6653e+016	 3.9803e+016	 5.4479e+016	 1.1787e+020	 1.5472e+019	 2.8661e+003	 7.0762e+002	-1.9063e+022	 1.6902e+023	-2.6381e-001	 2.3206e-002	-1.1698e+000	-2.6952e-002	 7.0555e-002	-1.0520e-003	 0.0000e+000
09h46m48s	 1.4479e-004	 1.1793e-002	 6.3292e+016	 1.6859e+016	 3.2513e+016	 5.5155e+016	 1.1745e+020	 1.5664e+019	 2.9110e+003	 7.1640e+002	-1.0762e+022	 1.7112e+023	-2.8002e-001	 2.3494e-002	-1.2280e+000	-2.8518e-002	 6.9964e-002	-1.0149e-003	 0.0000e+000
09h47m48s	 1.4298e-004	 1.1719e-002	 7.1183e+016	 1.6754e+016	 3.4347e+016	 5.4809e+016	 1.1589e+020	 1.5566e+019	 2.8384e+003	 7.1191e+002	-1.1844e+022	 1.7005e+023	-2.7352e-001	 2.3347e-002	-1.1971e+000	-2.7649e-002	 6.9971e-002	-1.0512e-003	 0.0000e+000
09h48m48s	 1.4668e-004	 1.1870e-002	 7.1398e+016	 1.6969e+016	 2.9548e+016	 5.5514e+016	 1.1531e+020	 1.5766e+019	 2.8995e+003	 7.2106e+002	 1.0189e+022	 1.7223e+023	-2.8720e-001	 2.3647e-002	-1.2202e+000	-2.8420e-002	 7.0067e-002	-1.0248e-003	 0.0000e+000
09h49m48s	 1.4672e-004	 1.1872e-002	 5.4052e+016	 1.6971e+016	 2.7167e+016	 5.5520e+016	 1.1777e+020	 1.5768e+019	 3.1370e+003	 7.2114e+002	 4.1922e+022	 1.7225e+023	-2.8795e-001	 2.3650e-002	-1.2299e+000	-2.8848e-002	 6.9841e-002	-1.0221e-003	 0.0000e+000
09h50m48s	 1.4651e-004	 1.1863e-002	 7.5115e+016	 1.6959e+016	 3.3071e+016	 5.5482e+016	 1.1615e+020	 1.5757e+019	 2.9055e+003	 7.2064e+002	 2.6925e+022	 1.7213e+023	-2.9398e-001	 2.3633e-002	-1.2359e+000	-2.8503e-002	 6.9446e-002	-1.0451e-003	 0.0000e+000
09h51m48s	 1.6387e-004	 1.2547e-002	 6.1090e+016	 1.7936e+016	 1.5761e+016	 5.8677e+016	 1.1636e+020	 1.6665e+019	 3.4998e+003	 7.6215e+002	 1.7078e+023	 1.8205e+023	-3.7998e-001	 2.4994e-002	-1.3924e+000	-3.2738e-002	 7.0180e-002	-9.1931e-004	 0.0000e+000
09h52m48s	 1.6035e-004	 1.2411e-002	 5.7201e+016	 1.7742e+016	 1.8509e+016	 5.8043e+016	 1.1708e+020	 1.6484e+019	 3.4388e+003	 7.5390e+002	 1.5944e+023	 1.8008e+023	-3.5762e-001	 2.4724e-002	-1.3570e+000	-3.1899e-002	 7.0225e-002	-9.2406e-004	 0.0000e+000
09h53m48s	 1.4580e-004	 1.1834e-002	 7.6508e+016	 1.6918e+016	 3.2084e+016	 5.5346e+016	 1.1703e+020	 1.5719e+019	 2.8945e+003	 7.1888e+002	 1.0023e+022	 1.7171e+023	-2.8328e-001	 2.3575e-002	-1.2102e+000	-2.7957e-002	 7.0156e-002	-1.0374e-003	 0.0000e+000
09h54m48s	 1.4457e-004	 1.1784e-002	 7.4894e+016	 1.6846e+016	 3.5183e+016	 5.5112e+016	 1.1594e+020	 1.5652e+019	 2.8206e+003	 7.1584e+002	 6.3926e+021	 1.7099e+023	-2.7697e-001	 2.3476e-002	-1.1957e+000	-2.7617e-002	 7.0063e-002	-1.0563e-003	 0.0000e+000
09h55m48s	 1.4405e-004	 1.1763e-002	 6.4644e+016	 1.6816e+016	 3.5048e+016	 5.5013e+016	 1.1644e+020	 1.5624e+019	 2.8607e+003	 7.1455e+002	-6.2266e+021	 1.7068e+023	-2.7515e-001	 2.3433e-002	-1.2144e+000	-2.8142e-002	 6.9738e-002	-1.0434e-003	 0.0000e+000
09h56m48s	 1.3858e-004	 1.1538e-002	 6.3505e+016	 1.6494e+016	 3.3287e+016	 5.3959e+016	 1.1768e+020	 1.5325e+019	 2.7840e+003	 7.0086e+002	-6.9262e+022	 1.6741e+023	-2.5077e-001	 2.2985e-002	-1.1523e+000	-2.6652e-002	 7.0814e-002	-1.0401e-003	 0.0000e+000
09h57m48s	 1.4423e-004	 1.1771e-002	 6.4439e+016	 1.6827e+016	 3.2473e+016	 5.5048e+016	 1.1693e+020	 1.5634e+019	 2.9128e+003	 7.1500e+002	-2.1075e+021	 1.7079e+023	-2.8127e-001	 2.3448e-002	-1.2310e+000	-2.8513e-002	 6.9835e-002	-1.0415e-003	 0.0000e+000
09h58m48s	 1.3910e-004	 1.1559e-002	 6.4976e+016	 1.6525e+016	 3.9774e+016	 5.4060e+016	 1.1848e+020	 1.5353e+019	 2.8666e+003	 7.0218e+002	-5.2268e+022	 1.6772e+023	-2.5041e-001	 2.3028e-002	-1.1553e+000	-2.6816e-002	 7.0906e-002	-1.0352e-003	 0.0000e+000
09h59m50s	 1.5840e-004	 1.2335e-002	 7.9897e+016	 1.7634e+016	 2.3992e+016	 5.7689e+016	 1.1507e+020	 1.6384e+019	 3.2015e+003	 7.4931e+002	 1.3755e+023	 1.7898e+023	-3.5106e-001	 2.4573e-002	-1.3345e+000	-3.1350e-002	 7.0009e-002	-9.8358e-004	 0.0000e+000
10h00m48s	 1.3990e-004	 1.1592e-002	 6.4918e+016	 1.6572e+016	 3.7512e+016	 5.4215e+016	 1.1695e+020	 1.5397e+019	 2.7890e+003	 7.0419e+002	-6.9835e+022	 1.6820e+023	-2.4746e-001	 2.3093e-002	-1.1452e+000	-2.6341e-002	 7.0724e-002	-1.0510e-003	 0.0000e+000
10h01m50s	 1.6783e-004	 1.2697e-002	 5.9538e+016	 1.8151e+016	 1.2587e+016	 5.9381e+016	 1.1693e+020	 1.6865e+019	 3.6287e+003	 7.7129e+002	 1.9476e+023	 1.8423e+023	-3.9808e-001	 2.5294e-002	-1.4214e+000	-3.3246e-002	 6.9992e-002	-9.1309e-004	 0.0000e+000
10h02m48s	 1.6162e-004	 1.2460e-002	 5.8641e+016	 1.7813e+016	 1.5944e+016	 5.8273e+016	 1.1631e+020	 1.6550e+019	 3.4484e+003	 7.5690e+002	 1.6082e+023	 1.8079e+023	-3.7010e-001	 2.4822e-002	-1.3751e+000	-3.2198e-002	 7.0015e-002	-9.1710e-004	 0.0000e+000
10h03m48s	 1.4965e-004	 1.1990e-002	 7.3603e+016	 1.7140e+016	 3.3126e+016	 5.6072e+016	 1.1583e+020	 1.5925e+019	 3.0282e+003	 7.2831e+002	 5.8400e+022	 1.7397e+023	-3.0362e-001	 2.3885e-002	-1.2418e+000	-2.9065e-002	 6.9992e-002	-1.0208e-003	 0.0000e+000
10h04m48s	 1.5973e-004	 1.2387e-002	 7.8576e+016	 1.7708e+016	 2.1823e+016	 5.7930e+016	 1.1448e+020	 1.6453e+019	 3.2224e+003	 7.5244e+002	 1.3314e+023	 1.7973e+023	-3.5854e-001	 2.4676e-002	-1.3443e+000	-3.1517e-002	 6.9661e-002	-9.8290e-004	 0.0000e+000
10h05m48s	 1.4341e-004	 1.1737e-002	 6.3937e+016	 1.6779e+016	 3.1755e+016	 5.4892e+016	 1.1617e+020	 1.5590e+019	 2.8756e+003	 7.1298e+002	-1.8837e+022	 1.7030e+023	-2.7797e-001	 2.3382e-002	-1.2142e+000	-2.8046e-002	 6.9892e-002	-1.0289e-003	 0.0000e+000
10h06m48s	 1.4474e-004	 1.1791e-002	 6.6282e+016	 1.6857e+016	 3.2488e+016	 5.5146e+016	 1.1644e+020	 1.5662e+019	 2.9008e+003	 7.1628e+002	 8.5439e+020	 1.7109e+023	-2.8383e-001	 2.3490e-002	-1.2300e+000	-2.8473e-002	 6.9449e-002	-1.0254e-003	 0.0000e+000
10h07m48s	 1.4545e-004	 1.1820e-002	 6.4938e+016	 1.6898e+016	 2.9200e+016	 5.5281e+016	 1.1588e+020	 1.5700e+019	 2.9079e+003	 7.1803e+002	 5.1162e+021	 1.7151e+023	-2.8299e-001	 2.3548e-002	-1.2252e+000	-2.8595e-002	 6.9797e-002	-1.0168e-003	 0.0000e+000
10h08m48s	 1.4438e-004	 1.1777e-002	 6.3889e+016	 1.6835e+016	 3.2403e+016	 5.5076e+016	 1.1708e+020	 1.5642e+019	 2.9308e+003	 7.1537e+002	 3.9124e+021	 1.7087e+023	-2.8095e-001	 2.3460e-002	-1.2216e+000	-2.8284e-002	 7.0069e-002	-1.0159e-003	 0.0000e+000
10h09m48s	 1.4170e-004	 1.1667e-002	 7.0409e+016	 1.6679e+016	 3.4552e+016	 5.4563e+016	 1.1783e+020	 1.5496e+019	 2.8039e+003	 7.0871e+002	-3.7035e+022	 1.6929e+023	-2.6797e-001	 2.3242e-002	-1.1759e+000	-2.7000e-002	 7.0246e-002	-1.0429e-003	 0.0000e+000
10h10m48s	 1.3938e-004	 1.1571e-002	 6.9360e+016	 1.6542e+016	 3.4188e+016	 5.4115e+016	 1.1762e+020	 1.5369e+019	 2.8432e+003	 7.0289e+002	-4.4014e+022	 1.6789e+023	-2.6077e-001	 2.3051e-002	-1.1705e+000	-2.7197e-002	 7.0717e-002	-1.0451e-003	 0.0000e+000
10h11m48s	 1.4251e-004	 1.1700e-002	 7.1988e+016	 1.6726e+016	 3.4153e+016	 5.4718e+016	 1.1710e+020	 1.5540e+019	 2.8385e+003	 7.1072e+002	-1.9681e+022	 1.6976e+023	-2.6665e-001	 2.3308e-002	-1.1798e+000	-2.7219e-002	 7.0456e-002	-1.0363e-003	 0.0000e+000
10h12m48s	 1.6069e-004	 1.2424e-002	 7.9178e+016	 1.7761e+016	 2.1561e+016	 5.8104e+016	 1.1570e+020	 1.6502e+019	 3.2846e+003	 7.5470e+002	 1.3780e+023	 1.8027e+023	-3.6828e-001	 2.4750e-002	-1.3687e+000	-3.2181e-002	 6.9976e-002	-9.2437e-004	 0.0000e+000
10h13m48s	 1.4108e-004	 1.1641e-002	 7.2878e+016	 1.6642e+016	 3.8826e+016	 5.4443e+016	 1.1728e+020	 1.5462e+019	 2.8216e+003	 7.0715e+002	-3.2144e+022	 1.6891e+023	-2.6297e-001	 2.3191e-002	-1.1714e+000	-2.6937e-002	 7.0231e-002	-1.0628e-003	 0.0000e+000
10h14m48s	 1.5257e-004	 1.2106e-002	 7.4970e+016	 1.7306e+016	 2.8373e+016	 5.6617e+016	 1.1531e+020	 1.6080e+019	 3.1092e+003	 7.3539e+002	 9.2545e+022	 1.7566e+023	-3.2459e-001	 2.4117e-002	-1.2774e+000	-2.9878e-002	 6.9735e-002	-9.8901e-004	 0.0000e+000
10h15m48s	 1.4340e-004	 1.1737e-002	 6.9737e+016	 1.6778e+016	 3.2871e+016	 5.4889e+016	 1.1644e+020	 1.5589e+019	 2.8470e+003	 7.1294e+002	-2.9875e+022	 1.7029e+023	-2.7096e-001	 2.3381e-002	-1.2034e+000	-2.7837e-002	 7.0217e-002	-1.0336e-003	 0.0000e+000
10h16m48s	 1.4492e-004	 1.1799e-002	 6.3890e+016	 1.6867e+016	 3.3387e+016	 5.5180e+016	 1.1580e+020	 1.5671e+019	 2.8908e+003	 7.1672e+002	-3.0846e+021	 1.7120e+023	-2.8389e-001	 2.3505e-002	-1.2318e+000	-2.8593e-002	 7.0067e-002	-1.0173e-003	 0.0000e+000
10h17m48s	 1.4072e-004	 1.1626e-002	 7.2072e+016	 1.6621e+016	 3.9645e+016	 5.4373e+016	 1.1766e+020	 1.5442e+019	 2.8231e+003	 7.0624e+002	-3.6383e+022	 1.6870e+023	-2.5696e-001	 2.3161e-002	-1.1672e+000	-2.6984e-002	 6.9907e-002	-1.0659e-003	 0.0000e+000
10h18m50s	 1.4417e-004	 1.1768e-002	 7.0468e+016	 1.6823e+016	 3.2025e+016	 5.5036e+016	 1.1606e+020	 1.5631e+019	 2.8609e+003	 7.1486e+002	-2.2202e+022	 1.7075e+023	-2.7554e-001	 2.3443e-002	-1.2075e+000	-2.7932e-002	 6.9690e-002	-1.0656e-003	 0.0000e+000
10h19m48s	 1.5014e-004	 1.2009e-002	 7.3836e+016	 1.7168e+016	 3.4084e+016	 5.6165e+016	 1.1606e+020	 1.5951e+019	 2.9912e+003	 7.2951e+002	 4.2542e+022	 1.7425e+023	-3.0793e-001	 2.3924e-002	-1.2621e+000	-2.9264e-002	 6.9886e-002	-1.0416e-003	 0.0000e+000
10h20m50s	 1.4023e-004	 1.1606e-002	 7.1203e+016	 1.6592e+016	 4.0546e+016	 5.4279e+016	 1.1798e+020	 1.5416e+019	 2.8428e+003	 7.0502e+002	-3.9122e+022	 1.6840e+023	-2.5593e-001	 2.3121e-002	-1.1653e+000	-2.6911e-002	 7.0714e-002	-1.0470e-003	 0.0000e+000
10h21m48s	 1.4504e-004	 1.1804e-002	 7.1599e+016	 1.6874e+016	 3.9563e+016	 5.5203e+016	 1.1754e+020	 1.5678e+019	 2.9348e+003	 7.1702e+002	 5.8911e+020	 1.7127e+023	-2.8282e-001	 2.3514e-002	-1.2108e+000	-2.7870e-002	 7.0253e-002	-1.0592e-003	 0.0000e+000
10h22m48s	 1.7028e-004	 1.2789e-002	 6.2897e+016	 1.8283e+016	 8.5847e+015	 5.9813e+016	 1.1833e+020	 1.6987e+019	 3.6783e+003	 7.7690e+002	 2.2454e+023	 1.8557e+023	-4.0947e-001	 2.5478e-002	-1.4554e+000	-3.3833e-002	 6.9779e-002	-9.1576e-004	 0.0000e+000
10h23m48s	 1.4672e-004	 1.1872e-002	 7.4374e+016	 1.6971e+016	 3.4429e+016	 5.5520e+016	 1.1573e+020	 1.5768e+019	 2.9071e+003	 7.2114e+002	 2.2017e+022	 1.7225e+023	-2.9193e-001	 2.3649e-002	-1.2337e+000	-2.8561e-002	 7.0168e-002	-1.0325e-003	 0.0000e+000
10h24m48s	 1.4568e-004	 1.1830e-002	 7.5609e+016	 1.6911e+016	 3.0398e+016	 5.5325e+016	 1.1611e+020	 1.5713e+019	 2.8733e+003	 7.1860e+002	 1.4000e+022	 1.7165e+023	-2.8505e-001	 2.3566e-002	-1.2216e+000	-2.8137e-002	 6.9974e-002	-1.0570e-003	 0.0000e+000
10h25m48s	 1.4332e-004	 1.1733e-002	 7.1568e+016	 1.6774e+016	 3.8294e+016	 5.4875e+016	 1.1608e+020	 1.5585e+019	 2.8641e+003	 7.1276e+002	-2.4949e+022	 1.7025e+023	-2.7642e-001	 2.3375e-002	-1.2056e+000	-2.7911e-002	 7.0627e-002	-1.0186e-003	 0.0000e+000
