12h17m48s	 2.3836e+017	 1.3112e+017	-7.0393e-001	 1.1078e-002	  3.229331e+004
12h18m48s	 2.4069e+017	 1.3109e+017	-7.0349e-001	 1.1101e-002	  3.385502e+004
12h19m48s	 2.6517e+017	 1.3056e+017	-7.0029e-001	 1.1124e-002	  4.452292e+004
12h20m48s	 2.6715e+017	 1.2993e+017	-7.0030e-001	 1.1120e-002	  4.390673e+004
12h21m48s	 2.6103e+017	 1.2981e+017	-7.0014e-001	 1.1127e-002	  4.549122e+004
12h22m48s	 2.7757e+017	 1.3027e+017	-7.0003e-001	 1.1115e-002	  4.906088e+004
12h23m48s	 2.7143e+017	 1.3005e+017	-7.0077e-001	 1.1114e-002	  4.134604e+004
12h24m50s	 2.6110e+017	 1.2981e+017	-7.0000e-001	 1.1118e-002	  4.694447e+004
12h25m48s	 2.5909e+017	 1.2976e+017	-7.0048e-001	 1.1123e-002	  4.411888e+004
12h26m50s	 2.6107e+017	 1.2976e+017	-7.0031e-001	 1.1124e-002	  4.383074e+004
12h27m48s	 2.6101e+017	 1.2967e+017	-7.0013e-001	 1.1127e-002	  4.509596e+004
12h28m50s	 2.6577e+017	 1.3015e+017	-7.0111e-001	 1.1107e-002	  4.017388e+004
12h29m48s	 2.6427e+017	 1.2986e+017	-7.0062e-001	 1.1114e-002	  4.149219e+004
12h30m48s	 2.5995e+017	 1.2971e+017	-7.0006e-001	 1.1124e-002	  4.794077e+004
12h31m48s	 2.5291e+017	 1.2982e+017	-7.0049e-001	 1.1128e-002	  4.398001e+004
12h32m48s	 2.6126e+017	 1.2974e+017	-6.9984e-001	 1.1133e-002	  5.041544e+004
12h33m48s	 2.7035e+017	 1.3015e+017	-6.9974e-001	 1.1126e-002	  5.094495e+004
12h34m48s	 2.6188e+017	 1.3079e+017	-7.0088e-001	 1.1119e-002	  4.374513e+004
12h35m48s	 2.6147e+017	 1.2997e+017	-7.0037e-001	 1.1130e-002	  4.583410e+004
12h36m48s	 2.5970e+017	 1.2982e+017	-7.0038e-001	 1.1116e-002	  4.402867e+004
12h37m48s	 2.3755e+017	 1.3072e+017	-7.0269e-001	 1.1116e-002	  3.615234e+004
12h38m48s	 2.6930e+017	 1.3051e+017	-6.9989e-001	 1.1124e-002	  5.037272e+004
12h39m48s	 2.3631e+017	 1.3156e+017	-7.0472e-001	 1.1083e-002	  3.048129e+004
12h40m48s	 2.6018e+017	 1.3041e+017	-6.9993e-001	 1.1133e-002	  4.914213e+004
12h41m48s	 2.7009e+017	 1.3013e+017	-7.0008e-001	 1.1124e-002	  4.952107e+004
12h42m48s	 2.7221e+017	 1.2988e+017	-6.9985e-001	 1.1114e-002	  4.918818e+004
12h43m50s	 2.6746e+017	 1.2996e+017	-7.0021e-001	 1.1124e-002	  4.724637e+004
12h44m48s	 2.5027e+017	 1.3111e+017	-7.0420e-001	 1.1073e-002	  3.131033e+004
12h45m48s	 2.6719e+017	 1.2985e+017	-7.0021e-001	 1.1113e-002	  4.896644e+004
12h46m48s	 2.7107e+017	 1.3004e+017	-6.9990e-001	 1.1123e-002	  4.943933e+004
12h47m48s	 2.6855e+017	 1.3015e+017	-7.0007e-001	 1.1124e-002	  4.606413e+004
12h48m48s	 2.6085e+017	 1.2996e+017	-7.0036e-001	 1.1121e-002	  4.365791e+004
12h49m48s	 2.6370e+017	 1.2926e+017	-7.0070e-001	 1.1117e-002	  4.427036e+004
12h50m48s	 2.7111e+017	 1.2960e+017	-6.9953e-001	 1.1117e-002	  5.159143e+004
12h51m48s	 2.6474e+017	 1.2970e+017	-6.9969e-001	 1.1133e-002	  5.225167e+004
12h52m48s	 2.6307e+017	 1.2913e+017	-7.0046e-001	 1.1119e-002	  4.447775e+004
12h53m48s	 2.5284e+017	 1.3065e+017	-7.0067e-001	 1.1141e-002	  4.262603e+004
12h54m48s	 2.5045e+017	 1.3097e+017	-7.0262e-001	 1.1105e-002	  3.558352e+004
12h55m48s	 2.6471e+017	 1.3027e+017	-7.0083e-001	 1.1120e-002	  4.268480e+004
12h56m48s	 2.6273e+017	 1.3057e+017	-7.0044e-001	 1.1110e-002	  4.204173e+004
12h57m48s	 2.6697e+017	 1.3005e+017	-7.0055e-001	 1.1114e-002	  4.350433e+004
12h58m48s	 2.6354e+017	 1.3007e+017	-7.0027e-001	 1.1132e-002	  4.362784e+004
12h59m48s	 2.6999e+017	 1.2926e+017	-7.0008e-001	 1.1135e-002	  4.647978e+004
13h00m48s	 2.6419e+017	 1.2945e+017	-7.0028e-001	 1.1124e-002	  4.541924e+004
13h01m48s	 2.5891e+017	 1.3041e+017	-7.0165e-001	 1.1106e-002	  4.085115e+004
13h02m48s	 2.4012e+017	 1.3067e+017	-7.0240e-001	 1.1121e-002	  3.766228e+004
13h03m48s	 2.5764e+017	 1.3016e+017	-7.0017e-001	 1.1124e-002	  4.481191e+004
13h04m48s	 2.7347e+017	 1.3002e+017	-6.9988e-001	 1.1118e-002	  4.957684e+004
13h05m48s	 2.7523e+017	 1.3016e+017	-7.0037e-001	 1.1113e-002	  4.453793e+004
13h06m50s	 2.6211e+017	 1.2987e+017	-7.0045e-001	 1.1120e-002	  4.491438e+004
13h07m48s	 2.6577e+017	 1.3046e+017	-7.0085e-001	 1.1110e-002	  4.082714e+004
13h08m48s	 2.6737e+017	 1.3002e+017	-7.0045e-001	 1.1130e-002	  4.527286e+004
13h09m48s	 2.6728e+017	 1.3015e+017	-7.0064e-001	 1.1116e-002	  4.419518e+004
13h10m48s	 2.5849e+017	 1.3088e+017	-7.0241e-001	 1.1097e-002	  3.723796e+004
13h11m48s	 2.5085e+017	 1.3025e+017	-7.0003e-001	 1.1139e-002	  4.763418e+004
13h12m48s	 2.6531e+017	 1.2997e+017	-6.9986e-001	 1.1120e-002	  5.038306e+004
13h13m48s	 2.6057e+017	 1.3000e+017	-7.0051e-001	 1.1130e-002	  4.413586e+004
13h14m48s	 2.6521e+017	 1.3034e+017	-7.0030e-001	 1.1126e-002	  4.405673e+004
13h15m48s	 2.6068e+017	 1.2989e+017	-7.0007e-001	 1.1129e-002	  4.663663e+004
13h16m48s	 2.6680e+017	 1.2966e+017	-6.9987e-001	 1.1125e-002	  5.157646e+004
13h17m48s	 2.4176e+017	 1.3059e+017	-7.0141e-001	 1.1119e-002	  4.079051e+004
13h18m48s	 2.3830e+017	 1.3086e+017	-7.0288e-001	 1.1111e-002	  3.571193e+004
13h19m48s	 2.5679e+017	 1.3025e+017	-7.0173e-001	 1.1117e-002	  3.909512e+004
13h20m48s	 2.6358e+017	 1.2996e+017	-7.0045e-001	 1.1120e-002	  4.268126e+004
13h21m48s	 2.6698e+017	 1.2943e+017	-7.0002e-001	 1.1113e-002	  4.612242e+004
13h22m48s	 2.6754e+017	 1.2967e+017	-6.9941e-001	 1.1127e-002	  5.296953e+004
13h23m50s	 2.3981e+017	 1.3125e+017	-7.0439e-001	 1.1091e-002	  3.162706e+004
13h24m48s	 2.6217e+017	 1.2986e+017	-7.0044e-001	 1.1122e-002	  4.435507e+004
13h25m48s	 2.4127e+017	 1.3061e+017	-7.0126e-001	 1.1122e-002	  4.121163e+004
13h26m48s	 2.6163e+017	 1.3052e+017	-6.9991e-001	 1.1137e-002	  4.652945e+004
13h27m48s	 2.6580e+017	 1.3009e+017	-7.0034e-001	 1.1111e-002	  4.734949e+004
13h28m48s	 2.6660e+017	 1.3027e+017	-7.0002e-001	 1.1127e-002	  4.612964e+004
13h29m48s	 2.5747e+017	 1.3021e+017	-7.0063e-001	 1.1129e-002	  4.264670e+004
13h30m48s	 2.5213e+017	 1.3047e+017	-7.0119e-001	 1.1125e-002	  4.229525e+004
13h31m48s	 2.7704e+017	 1.2989e+017	-6.9985e-001	 1.1117e-002	  5.052505e+004
13h32m48s	 2.6327e+017	 1.2954e+017	-6.9964e-001	 1.1134e-002	  5.205667e+004
13h33m48s	 2.5320e+017	 1.3110e+017	-7.0310e-001	 1.1079e-002	  3.372253e+004
13h34m50s	 2.6842e+017	 1.3023e+017	-6.9997e-001	 1.1123e-002	  4.907723e+004
13h35m48s	 2.6835e+017	 1.2995e+017	-7.0012e-001	 1.1126e-002	  4.660912e+004
13h36m48s	 2.4552e+017	 1.3174e+017	-7.0506e-001	 1.1062e-002	  2.948953e+004
